t0: 0.976 day
velocity temperature densities electron_densities H He C N O F Ne Na Mg Al Si P S Cl Ar K Ca Sc Ti V Cr Mn Fe Co Ni Ba Cl35 Cl36 Cl37 Ar36 Ar37 Ar38 Ar39 Ar40 Ar41 K37 K38 K39 K40 K41 K42 K43 Ca40 Ca41 Ca42 Ca43 Ca44 Ca45 Ca46 Sc41 Sc42 Sc43 Sc44 Sc45 Sc46 Sc47 Ti43 Ti44 Ti45 Ti46 Ti47 Ti48 Ti49 Ti50 V45 V46 V47 V48 V49 V50 V51 V52 Cr45 Cr46 Cr47 Cr48 Cr49 Cr50 Cr51 Cr52 Cr53 Cr54 Cr55 Cr56 Cr57 Cr58 Cr59 Mn49 Mn50 Mn51 Mn52 Mn53 Mn54 Mn55 Mn56 Mn57 Mn58 Mn59 Mn60 Fe50 Fe51 Fe52 Fe53 Fe54 Fe55 Fe56 Fe57 Fe58 Fe59 Fe60 Fe61 Fe62 Co53 Co54 Co55 Co56 Co57 Co58 Co59 Co60 Co61 Ni55 Ni56 Ni57 Ni58 Ni59 Ni60 Ni61 Ni62 Ni63 Ni64
4636.8556 116354.4 1.148792e-09 8.7294608e+13 0.0 0.0 2.1805616e-07 0.0 2.5432806e-06 0.0 5.1076661e-11 8.4004226e-14 3.2721148e-06 1.3187716e-11 0.25844941 0.0 0.17970319 2.2248552e-07 0.038758834 7.9248934e-07 0.041920625 1.2262472e-10 2.7001819e-05 0.00048388096 0.016024554 0.00012283552 0.040214022 0.046600111 0.37768343 0.0 1.9315627e-07 3.3417589e-13 2.932892e-08 0.038757295 1.505107e-06 3.4496283e-08 1.0666797e-15 1.923658e-14 4.3436694e-23 0.0 0.0 7.9248922e-07 1.1505052e-13 2.3301832e-15 2.6442834e-18 6.2562417e-17 0.041920176 4.4529728e-07 3.2956545e-09 1.3596313e-10 3.5987541e-10 4.9134318e-14 3.7156218e-12 7.3604771e-20 4.6035748e-12 2.1312153e-12 1.1292841e-10 1.7142102e-13 2.2648396e-14 2.7674532e-12 5.6008063e-15 1.5215812e-05 1.5480673e-07 6.9448774e-07 7.1663177e-11 1.0254823e-05 1.0879094e-07 5.730272e-07 1.4967989e-18 7.6316255e-10 1.4989372e-07 0.00042688761 5.4924386e-05 1.5299178e-10 1.9173783e-06 7.7468098e-10 0.0 0.0 2.002944e-11 0.00038930864 5.5079062e-15 0.00024348999 7.195486e-05 0.015313489 6.5040661e-07 5.6612153e-06 8.1247429e-11 4.1723856e-12 0.0 0.0 0.0 4.4490763e-15 1.5205826e-08 4.8796842e-14 0.00011181608 7.229519e-06 6.8364749e-08 3.7022001e-06 3.0125192e-09 1.1406552e-09 1.7458182e-14 2.8303449e-16 9.99736e-21 0.0 5.3621977e-10 0.002507401 0.001188106 0.033181375 0.0026053689 0.00070948528 3.6754431e-06 1.8606827e-05 1.6196257e-09 1.2393029e-09 2.9645588e-16 3.2965065e-16 1.9189962e-17 2.5024679e-07 0.0016696228 0.043172241 0.0017560673 1.1635878e-07 1.8113515e-06 2.6120879e-09 4.8803466e-13 0.0 0.36819443 0.0030018867 0.0063933954 9.5488021e-06 7.709839e-05 1.85762e-07 6.8477466e-06 3.3641267e-09 3.7252764e-08
4920.5154 119217.14 1.0118474e-09 7.6213558e+13 0.0 0.0 1.5912206e-07 0.0 1.7492472e-06 0.0 3.6029533e-11 5.3474034e-14 2.3203122e-06 8.3963852e-12 0.19976166 0.0 0.15138251 1.6288045e-07 0.035920876 6.2304112e-07 0.042740757 1.347786e-10 3.0661835e-05 0.00058096579 0.02029333 0.00014933975 0.038836007 0.055990741 0.45429384 0.0 1.3956317e-07 2.1367188e-13 2.3317068e-08 0.035919656 1.1965909e-06 2.3314951e-08 5.2972053e-16 9.5264067e-15 2.2210212e-23 0.0 0.0 6.2304105e-07 7.6143979e-14 1.1666481e-15 1.310862e-18 3.098479e-17 0.042740363 3.9049058e-07 2.3120142e-09 1.0968104e-10 4.0234543e-10 2.4332447e-14 1.8400598e-12 9.5417311e-20 4.6910976e-12 1.7194357e-12 1.2689886e-10 8.7488284e-14 1.1216008e-14 1.3705059e-12 2.7831358e-15 1.7098269e-05 1.5125647e-07 5.4999495e-07 3.7867852e-11 1.2460258e-05 1.1824322e-07 2.837761e-07 7.8265053e-19 8.7318743e-10 1.426647e-07 0.00051888325 6.0004856e-05 7.5765795e-11 1.933686e-06 3.8363947e-10 0.0 0.0 1.9912885e-11 0.00047320617 6.0174534e-15 0.00021577788 7.7459913e-05 0.01952376 3.2209627e-07 2.8035613e-06 4.0235562e-11 2.066259e-12 0.0 0.0 0.0 3.9537098e-15 1.8783102e-08 5.2591049e-14 0.00014318989 3.6386546e-06 3.3856155e-08 2.4565075e-06 1.491868e-09 5.648786e-10 8.6456953e-15 1.4017019e-16 9.997055e-21 0.0 7.0735785e-10 0.0032109379 0.0013890966 0.030842094 0.0028918981 0.00048977675 2.9871756e-06 9.2145254e-06 8.0207557e-10 6.13731e-10 1.4681678e-16 1.6325668e-16 1.0800951e-17 2.862687e-07 0.0018773308 0.052371167 0.0017410008 5.7624466e-08 8.9702259e-07 1.2935656e-09 2.4168594e-13 0.0 0.44668545 0.0029970928 0.0045647841 4.829595e-06 3.8183017e-05 9.1993554e-08 3.3911601e-06 1.6659936e-09 1.8448423e-08
5221.5281 121971.39 9.2725933e-10 6.9291e+13 0.0 0.0 1.0001814e-07 0.0 1.0220844e-06 0.0 2.2228003e-11 2.7759048e-14 1.4014573e-06 4.5267546e-12 0.13611446 0.0 0.11525444 1.0592328e-07 0.030605654 4.4757371e-07 0.040378153 1.3869996e-10 3.265396e-05 0.00064905963 0.024120184 0.00017499213 0.03823768 0.06729234 0.54709776 0.0 8.9054759e-08 1.1583773e-13 1.6868402e-08 0.030604775 8.6565729e-07 1.3532433e-08 2.5102381e-16 4.5081698e-15 1.1240338e-23 0.0 0.0 4.4757367e-07 4.402126e-14 5.5554598e-16 6.2174816e-19 1.4665408e-17 0.040377831 3.2048855e-07 1.432351e-09 8.2355113e-11 4.1822061e-10 1.1514792e-14 8.7076725e-13 1.1088849e-19 4.5139831e-12 1.2911424e-12 1.3219864e-10 4.2317513e-14 5.3077308e-15 6.4856137e-13 1.3242056e-15 1.7812426e-05 1.3991954e-07 4.0678444e-07 1.9046127e-11 1.4038021e-05 1.2249921e-07 1.3429066e-07 4.2382195e-19 9.3082214e-10 1.3001271e-07 0.00058467062 6.2309898e-05 3.5854688e-11 1.9479448e-06 1.8154874e-10 0.0 0.0 2.0772739e-11 0.00053320249 6.2486428e-15 0.00018596158 8.0552869e-05 0.023318988 1.5242486e-07 1.3267225e-06 1.9040569e-11 9.7781071e-13 0.0 0.0 0.0 3.998393e-15 2.1622758e-08 5.4722148e-14 0.00017131429 1.7602311e-06 1.6021796e-08 1.8789938e-06 7.0599297e-10 2.6731632e-10 4.0913882e-15 6.6337642e-17 9.9968885e-21 0.0 8.7307113e-10 0.0038416088 0.0015607072 0.029213606 0.0032106756 0.00040390419 2.8154437e-06 4.3605697e-06 3.795643e-10 2.9043449e-10 6.948303e-17 7.7265008e-17 6.8036829e-18 3.3166941e-07 0.002096964 0.063323975 0.0018706176 2.7269973e-08 4.2449582e-07 6.1215111e-10 1.1437243e-13 0.0 0.54013042 0.0032328917 0.0037123355 2.3829975e-06 1.807052e-05 4.3533894e-08 1.6047911e-06 7.8839458e-10 8.7303049e-09
5540.9552 123475.53 8.8283977e-10 6.5655683e+13 0.0 0.0 6.0485425e-08 0.0 5.6854515e-07 0.0 1.3450741e-11 1.2899726e-14 8.0634858e-07 2.2825978e-12 0.090892923 0.0 0.086735861 6.9145225e-08 0.0256392 3.2672922e-07 0.036961829 1.3636186e-10 3.3015343e-05 0.00067956234 0.026538966 0.00019163937 0.037936749 0.075949279 0.618363 0.0 5.6818061e-08 5.9434911e-14 1.2327104e-08 0.02563856 6.3260602e-07 7.6369906e-09 1.1320074e-16 2.0298697e-15 5.8227587e-24 0.0 0.0 3.2672919e-07 2.5175886e-14 2.5175464e-16 2.8142409e-19 6.6059099e-18 0.036961562 2.6579173e-07 8.9054704e-10 6.3481751e-11 4.1345654e-10 5.1846632e-15 3.9207235e-13 1.1462055e-19 4.2273506e-12 9.9529876e-13 1.308252e-10 1.9601557e-14 2.3898692e-15 2.9202168e-13 6.0321257e-16 1.7627404e-05 1.2830303e-07 3.1122032e-07 9.402486e-12 1.4765184e-05 1.2275587e-07 6.0465788e-08 2.4465511e-19 9.4201852e-10 1.1880103e-07 0.00061499312 6.2507853e-05 1.6144052e-11 1.9415319e-06 8.1744256e-11 0.0 0.0 2.1314061e-11 0.00056085584 6.2685099e-15 0.00016469528 8.1508564e-05 0.02573124 6.8630901e-08 5.9737098e-07 8.5732162e-12 4.4026968e-13 0.0 0.0 0.0 4.1181293e-15 2.3231348e-08 5.5386428e-14 0.00018916038 8.2670884e-07 7.2140711e-09 1.6214049e-06 3.1788068e-10 1.2036202e-10 1.8421966e-15 2.9874718e-17 9.9967955e-21 0.0 9.8856069e-10 0.0042417954 0.0016661197 0.028210108 0.0034392228 0.00037471671 2.8211926e-06 1.9633923e-06 1.7090285e-10 1.3077121e-10 3.1290956e-17 3.4799843e-17 4.9993846e-18 3.6658415e-07 0.0022521767 0.07169427 0.0020022622 1.2279007e-08 1.9113377e-07 2.7562759e-10 5.1497383e-14 0.0 0.61153973 0.0034666128 0.0033466012 1.1746463e-06 8.1375756e-06 1.9601605e-08 7.225745e-07 3.5498303e-10 3.9309118e-09
5879.9233 123165.5 8.2528082e-10 6.1229145e+13 0.0 0.0 3.9523966e-08 0.0 3.3659653e-07 0.0 8.9199033e-12 5.673502e-15 4.950482e-07 1.190603e-12 0.065689533 0.0 0.06984418 5.0160882e-08 0.022453535 2.6165415e-07 0.034434956 1.3318994e-10 3.2822994e-05 0.00068984982 0.027770319 0.00020021075 0.037770511 0.081003272 0.6600016 0.0 4.0331085e-08 3.2024901e-14 9.8297642e-09 0.022453025 5.0444697e-07 4.6865853e-09 4.8841968e-17 8.7080849e-16 3.2890114e-24 0.0 0.0 2.6165413e-07 1.6000992e-14 1.0961163e-16 1.2226214e-19 2.8365571e-18 0.034434721 2.3421413e-07 6.1381555e-10 5.3209997e-11 4.0497188e-10 2.2241222e-15 1.6819109e-13 1.1696411e-19 4.0189058e-12 8.3428069e-13 1.2820153e-10 8.9246718e-15 1.0252162e-15 1.2527136e-13 2.6576803e-16 1.7273908e-05 1.208276e-07 2.5960927e-07 4.832157e-12 1.5020705e-05 1.2200041e-07 2.5938601e-08 1.5518068e-19 9.3953112e-10 1.1188659e-07 0.00062565222 6.215424e-05 6.9255531e-12 1.9304947e-06 3.5066632e-11 0.0 0.0 2.1593191e-11 0.00057057667 6.2330556e-15 0.00015263156 8.1613933e-05 0.026965211 2.9441245e-08 2.5625994e-07 3.677736e-12 1.8886665e-13 0.0 0.0 0.0 4.1698645e-15 2.4064068e-08 5.5465005e-14 0.00019828487 3.8903282e-07 3.0947782e-09 1.5095015e-06 1.3636432e-10 5.1632837e-11 7.9027064e-16 1.2821353e-17 9.9967579e-21 0.0 1.0577181e-09 0.004446406 0.0017202267 0.027666637 0.0035681619 0.00036537918 2.857149e-06 8.4225485e-07 7.3313839e-11 5.6098171e-11 1.3428884e-17 1.4946113e-17 4.1859814e-18 3.8870444e-07 0.0023392513 0.076574871 0.0020886743 5.2678698e-09 8.1992522e-08 1.1823863e-10 2.2091329e-14 0.0 0.65317674 0.0036189945 0.0032014372 6.1087008e-07 3.4920141e-06 8.408691e-09 3.099698e-07 1.5228043e-10 1.6862807e-09
6239.6278 121554.31 7.5705975e-10 5.6104706e+13 0.0 0.0 3.1339034e-08 0.0 2.3994752e-07 0.0 7.1529267e-12 2.4971927e-15 3.636551e-07 7.4039986e-13 0.055221038 0.0 0.06312398 4.2922629e-08 0.021288798 2.3841919e-07 0.033649767 1.3302994e-10 3.2951765e-05 0.00069689743 0.028314888 0.0002039815 0.037696732 0.08302617 0.67661953 0.0 3.4059487e-08 2.0365515e-14 8.8631219e-09 0.02128834 4.5484062e-07 3.4518672e-09 2.0657852e-17 3.5721436e-16 2.1661827e-24 0.0 0.0 2.3841918e-07 1.2332301e-14 4.7178043e-17 5.1741036e-20 1.1661684e-18 0.033649543 2.2342287e-07 4.9766809e-10 4.9517816e-11 4.0491068e-10 9.1215696e-16 6.8977991e-14 1.2340347e-19 3.9874608e-12 7.7640587e-13 1.2821006e-10 4.2246546e-15 4.2047799e-16 5.1375884e-14 1.1642929e-16 1.7275062e-05 1.1896015e-07 2.3861367e-07 2.8344425e-12 1.518623e-05 1.2225881e-07 1.063786e-08 1.126542e-19 9.4974702e-10 1.0997988e-07 0.00063255385 6.2299849e-05 2.8403745e-12 1.9327845e-06 1.438142e-11 0.0 0.0 2.1997327e-11 0.00057687077 6.247661e-15 0.00014773637 8.1965819e-05 0.027508198 1.2074344e-08 1.0509649e-07 1.5083021e-12 7.745737e-14 0.0 0.0 0.0 4.1589376e-15 2.4609021e-08 5.5707237e-14 0.00020230007 1.9538007e-07 1.2693133e-09 1.4600874e-06 5.5925326e-11 2.1175501e-11 3.2410919e-16 5.2641477e-18 9.9967492e-21 0.0 1.1000078e-09 0.0045364444 0.0017460314 0.027425008 0.0036257488 0.00036028268 2.8698883e-06 3.4542299e-07 3.0067234e-11 2.3006792e-11 5.5133062e-18 6.1659876e-18 3.7948354e-18 4.0059973e-07 0.0023781277 0.078523024 0.0021245815 2.1608873e-09 3.3626521e-08 4.8491643e-11 9.0600274e-15 0.0 0.6697966 0.0036823837 0.0031386228 3.6170473e-07 1.4333335e-06 3.4485454e-09 1.271238e-07 6.2452738e-11 6.9157213e-10
6621.3372 119588.18 7.1430713e-10 5.2904472e+13 0.0 0.0 3.2108406e-08 0.0 2.2507899e-07 0.0 7.2687672e-12 1.3039788e-15 3.38963e-07 6.4564167e-13 0.054766961 0.0 0.064264507 4.3091891e-08 0.021927945 2.4542021e-07 0.034728379 1.3748881e-10 3.3817044e-05 0.00070995616 0.028527791 0.00020535843 0.037698727 0.082758164 0.67425409 0.0 3.4121802e-08 1.6721877e-14 8.9700717e-09 0.021927482 4.6032914e-07 3.172508e-09 9.6940202e-18 1.4027111e-16 1.6916292e-24 0.0 0.0 2.4542019e-07 1.1639733e-14 2.2353238e-17 2.1968085e-20 4.6018511e-19 0.034728149 2.2933563e-07 4.7658872e-10 5.0886264e-11 4.1846176e-10 3.5765918e-16 2.7045889e-14 1.3001843e-19 4.1552807e-12 7.9786933e-13 1.3251302e-10 2.3243148e-15 1.6491019e-16 2.0144206e-14 5.3947863e-17 1.7854847e-05 1.2275015e-07 2.3887818e-07 2.0795976e-12 1.5471942e-05 1.2445332e-07 4.1710451e-09 9.2387277e-20 9.8621493e-10 1.1317747e-07 0.0006444577 6.3424166e-05 1.1137973e-12 1.9601219e-06 5.6388754e-12 0.0 0.0 2.2811225e-11 0.00058772673 6.3604131e-15 0.00014829664 8.3235239e-05 0.027708486 4.7342839e-09 4.1207756e-08 5.9139735e-13 3.037062e-14 0.0 0.0 0.0 4.1481499e-15 2.5156382e-08 5.657125e-14 0.00020378223 1.1489756e-07 4.9779154e-10 1.4356137e-06 2.1928022e-11 8.3028023e-12 1.2708752e-16 2.0701193e-18 9.9967481e-21 0.0 1.1324253e-09 0.0045696808 0.0017591641 0.027372813 0.0036408431 0.00035324526 2.8441074e-06 1.3543854e-07 1.1789194e-11 9.020835e-12 2.1678135e-18 2.5059314e-18 3.5920769e-18 4.0497883e-07 0.0023884785 0.078252784 0.0021164832 8.4774428e-10 1.3184778e-08 1.9013305e-11 3.5523875e-15 0.0 0.66749136 0.0036688197 0.0030930404 2.5616097e-07 5.6324726e-07 1.3521561e-09 4.9844521e-08 2.4487378e-11 2.7116177e-10
7026.3978 116762.73 6.6616568e-10 4.9319925e+13 0.0 0.0 4.1591484e-08 0.0 2.7487549e-07 0.0 9.172208e-12 1.2318774e-15 3.8654035e-07 8.3619558e-13 0.061849949 0.0 0.071779868 4.8311361e-08 0.024116385 2.7544794e-07 0.037482992 1.4649425e-10 3.5519938e-05 0.00073407048 0.028606679 0.0002056929 0.037767151 0.080658406 0.65665412 0.0 3.8422598e-08 1.7599818e-14 9.888746e-09 0.024115874 5.0747398e-07 3.4750439e-09 8.2185687e-18 5.3119126e-17 1.5001554e-24 0.0 0.0 2.7544793e-07 1.2692568e-14 1.6938501e-17 1.005554e-20 1.7529566e-19 0.037482743 2.4888979e-07 5.1872896e-10 5.6481662e-11 4.4551891e-10 1.3389895e-16 1.0124546e-14 1.4149138e-19 4.5133985e-12 8.8560448e-13 1.4108592e-10 1.7214368e-15 6.1849589e-17 7.5409488e-15 2.9700561e-17 1.9009959e-05 1.3166346e-07 2.5677483e-07 1.9371072e-12 1.5990754e-05 1.2922342e-07 1.5614167e-09 8.4231208e-20 1.0511234e-09 1.2180525e-07 0.00066606917 6.5857638e-05 4.1707453e-13 2.0208166e-06 2.1108936e-12 0.0 0.0 2.4077092e-11 0.00060743577 6.6044513e-15 0.00015370125 8.5858153e-05 0.027759667 1.7722643e-09 1.5425993e-08 2.2138783e-13 1.1369155e-14 0.0 0.0 0.0 4.2200331e-15 2.5907873e-08 5.8354323e-14 0.00020416219 8.5098722e-08 1.8646075e-10 1.4195016e-06 8.2086868e-12 3.1081268e-12 4.758107e-17 7.8119678e-19 9.996748e-21 0.0 1.1652178e-09 0.0045782012 0.0017694005 0.0274441 0.0036308707 0.00034175089 2.7762809e-06 5.0700986e-08 4.4132456e-12 3.3769237e-12 8.1776972e-19 1.1881086e-18 3.5167557e-18 4.0397263e-07 0.0023820894 0.076205576 0.0020703316 3.1786152e-10 4.9356864e-09 7.117569e-12 1.3298249e-15 0.0 0.65002689 0.0035889898 0.0030378026 2.1277098e-07 2.1215578e-07 5.061763e-10 1.8659134e-08 9.1667734e-12 1.0150859e-10
7456.2379 112396.34 5.7839681e-10 4.2816388e+13 0.0 0.0 6.3652529e-08 0.0 4.0211008e-07 0.0 1.3487769e-11 2.3287607e-15 5.0631116e-07 1.5413156e-12 0.076504829 0.0 0.085640513 5.8002865e-08 0.027787066 3.2611035e-07 0.041713716 1.5904297e-10 3.7980438e-05 0.00077186212 0.028590916 0.00020521983 0.03788504 0.076753365 0.62402507 0.0 4.6396069e-08 2.2654985e-14 1.1606774e-08 0.027786466 5.9564025e-07 4.249891e-09 1.7559314e-17 2.0971238e-17 1.4267087e-24 0.0 0.0 3.2611033e-07 1.5223498e-14 2.9820451e-17 5.8242011e-21 6.5882852e-20 0.041713433 2.8196851e-07 6.1542326e-10 6.6066978e-11 4.8296842e-10 4.7961018e-17 3.624993e-15 1.664682e-19 5.0558495e-12 1.0358954e-12 1.5294667e-10 1.8272e-15 2.2505192e-17 2.7000441e-15 2.1596521e-17 2.0608076e-05 1.4544921e-07 2.9364746e-07 2.1553096e-12 1.6795309e-05 1.3739492e-07 5.5904791e-10 7.4306125e-20 1.1401662e-09 1.3664156e-07 0.00069958207 7.0023174e-05 1.4951141e-13 2.119094e-06 7.5578149e-13 0.0 0.0 2.5606445e-11 0.00063799852 7.0221872e-15 0.00016435986 9.0051567e-05 0.0276985 6.3453982e-10 5.5231071e-09 7.9265468e-14 4.0706091e-15 0.0 0.0 0.0 4.3861885e-15 2.7048699e-08 6.1204332e-14 0.00020371348 7.8098089e-08 6.6895443e-11 1.4011289e-06 2.93903e-12 1.1128297e-12 1.7042295e-17 2.8611652e-19 9.996748e-21 0.0 1.1996475e-09 0.004568139 0.0017825819 0.027612098 0.0035956567 0.00032388188 2.6634051e-06 1.8152926e-08 1.5801135e-12 1.2090763e-12 2.9921568e-19 1.2187217e-18 3.5416322e-18 3.9921184e-07 0.0023589938 0.072406207 0.0019877632 1.1437839e-10 1.7671937e-09 2.5483681e-12 4.7612915e-16 0.0 0.61761478 0.0034458965 0.0029641149 1.9570033e-07 7.7357472e-08 1.8123299e-10 6.6807151e-09 3.2820623e-12 3.6344045e-11
7912.3734 107523.46 5.0541307e-10 3.7433533e+13 0.0 0.0 1.047123e-07 0.0 6.318017e-07 0.0 2.1002448e-11 5.6175179e-15 7.2753965e-07 3.6965992e-12 0.10043435 0.0 0.10660898 7.2824394e-08 0.032922629 3.9729662e-07 0.047094549 1.730579e-10 4.0708557e-05 0.00081434539 0.028203024 0.00020194331 0.03797457 0.070850908 0.57479776 0.0 5.846556e-08 3.5560669e-14 1.4358799e-08 0.032921887 7.3686937e-07 5.5712915e-09 5.4135723e-17 1.3548232e-17 1.3999198e-24 0.0 0.0 3.972966e-07 1.9927872e-14 8.3810192e-17 5.4152369e-21 2.5533262e-20 0.047094216 3.3158239e-07 7.7205725e-10 7.9507423e-11 5.2428094e-10 1.6261668e-17 1.2252151e-15 1.9213037e-19 5.7787363e-12 1.2466236e-12 1.6602897e-10 2.6553821e-15 8.7876156e-18 9.1285708e-16 1.9935459e-17 2.2370778e-05 1.6475781e-07 3.5032134e-07 2.6668248e-12 1.7673826e-05 1.48682e-07 1.8894903e-10 6.7725565e-20 1.2469698e-09 1.5668264e-07 0.00073617546 7.5776001e-05 5.0841928e-14 2.2359988e-06 2.5544164e-13 0.0 0.0 2.7067734e-11 0.0006713706 7.5991022e-15 0.0001799946 9.5026097e-05 0.027256631 2.1446444e-10 1.8667193e-09 2.679041e-14 1.375806e-15 0.0 0.0 0.0 4.5377858e-15 2.8438853e-08 6.4584828e-14 0.00020046374 8.213058e-08 2.2782066e-11 1.3689727e-06 9.9334375e-13 3.7611795e-13 5.7666319e-18 1.03321e-19 9.996748e-21 0.0 1.2174981e-09 0.0044952658 0.0017947351 0.027866814 0.0035173086 0.00029792916 2.5106306e-06 6.1354086e-09 5.3405245e-13 4.0866599e-13 1.0776349e-19 3.0280805e-18 3.4772609e-18 3.9055181e-07 0.0023074942 0.066668718 0.0018743046 3.9338025e-11 5.9736874e-10 8.6131473e-13 1.6092407e-16 0.0 0.5686684 0.0032491897 0.0028799438 1.9175601e-07 2.7710029e-08 6.1259479e-11 2.2580347e-09 1.1092847e-12 1.2283731e-11
8396.4131 102382.77 4.6040107e-10 3.4165648e+13 0.0 0.0 1.7120312e-07 0.0 9.9202841e-07 0.0 3.2236821e-11 1.3806105e-14 1.1162597e-06 1.0866811e-11 0.13569386 0.0 0.13485254 9.4701894e-08 0.039210952 4.8934052e-07 0.052822985 1.8511804e-10 4.2693424e-05 0.00083701548 0.026897783 0.00019201745 0.037907145 0.062898459 0.50861261 0.0 7.613953e-08 7.0911447e-14 1.8562294e-08 0.039209991 9.5258485e-07 7.7761955e-09 1.8623992e-16 2.6973115e-17 1.3917194e-24 0.0 0.0 4.8934049e-07 2.9605374e-14 2.7839938e-16 9.4286472e-21 1.1565916e-20 0.052822582 4.0150541e-07 1.0114489e-09 9.6765357e-11 5.5881994e-10 5.2637804e-18 3.8421696e-16 2.0060442e-19 6.6311843e-12 1.5171762e-12 1.7696424e-10 5.1489575e-15 6.8969356e-18 2.8719922e-16 2.046933e-17 2.3844179e-05 1.9100781e-07 4.2476733e-07 3.5220202e-12 1.8073096e-05 1.6031163e-07 5.9240587e-11 6.7385431e-20 1.3634335e-09 1.7810912e-07 0.00075280641 8.1703185e-05 1.6603818e-14 2.3264111e-06 8.0087923e-14 0.0 0.0 2.8050085e-11 0.00068653746 8.1935023e-15 0.00019907747 9.8870672e-05 0.025913297 6.7241619e-11 5.8526526e-10 8.3994947e-15 4.3135796e-16 0.0 0.0 0.0 4.4743632e-15 2.9295025e-08 6.7196805e-14 0.00019058341 9.3268927e-08 7.3898991e-12 1.3114694e-06 3.114392e-13 1.1792279e-13 1.8148522e-18 3.9257287e-20 9.996748e-21 0.0 1.1818871e-09 0.004273706 0.0017859444 0.028211047 0.0033707783 0.00026333591 2.329915e-06 1.9236789e-09 1.6743979e-13 1.2819114e-13 4.0703544e-20 1.0142512e-17 3.1857138e-18 3.7283219e-07 0.0022111448 0.058947382 0.0017395587 1.3216641e-11 1.875927e-10 2.7007437e-13 5.0454544e-17 0.0 0.50279734 0.0030155429 0.0027995124 1.9859266e-07 1.0572449e-08 1.9224546e-11 7.0817338e-10 3.4779576e-13 3.8514267e-12
8910.064 95601.702 3.9717811e-10 2.9598398e+13 0.0 0.0 2.7187422e-07 0.0 1.5638482e-06 0.0 4.8806162e-11 3.4455054e-14 1.809115e-06 3.8393545e-11 0.1851326 0.0 0.16988787 1.2958464e-07 0.046028527 6.1189687e-07 0.057660189 1.9171755e-10 4.2966538e-05 0.0008163196 0.024245924 0.00017242727 0.037619995 0.052874785 0.42550197 0.0 1.0476162e-07 1.8698729e-13 2.4822833e-08 0.046027241 1.2738618e-06 1.2184305e-08 7.1545805e-16 9.6714092e-17 1.3939184e-24 0.0 0.0 6.1189681e-07 5.4545172e-14 1.053843e-15 2.768863e-20 7.7710097e-21 0.057659691 4.9567103e-07 1.4189452e-09 1.1958456e-10 5.7588322e-10 2.1728144e-18 1.1317645e-16 1.8704418e-19 7.4676877e-12 1.8747952e-12 1.8236141e-10 1.3555201e-14 1.8192369e-17 8.8250583e-17 2.0929188e-17 2.4571351e-05 2.2322842e-07 5.2345944e-07 5.0657952e-12 1.7480428e-05 1.68049e-07 1.7405404e-11 7.8713606e-20 1.4564011e-09 1.9832919e-07 0.00072811965 8.5646596e-05 6.7781923e-15 2.3535643e-06 2.353108e-14 0.0 0.0 2.7666527e-11 0.00066402371 8.5889612e-15 0.00022203276 0.00010002523 0.023259842 1.9761028e-11 1.7195187e-10 2.4677906e-15 1.2674057e-16 0.0 0.0 0.0 4.0246134e-15 2.8520961e-08 6.797962e-14 0.00017106717 1.1336001e-07 2.602259e-12 1.2182149e-06 9.1501474e-14 3.4645879e-14 5.402659e-19 1.8597236e-20 9.996748e-21 0.0 1.058187e-09 0.0038360674 0.0017213806 0.028709344 0.0031310968 0.00022000024 2.1041806e-06 5.6544424e-10 4.9195316e-14 3.7911639e-14 1.9230797e-20 3.8886163e-17 2.620443e-18 3.3647717e-07 0.0020535212 0.049249896 0.0015710317 5.1735649e-12 5.629134e-11 7.9463977e-14 1.4825959e-17 0.0 0.4200675 0.0027232984 0.0027109546 2.172799e-07 5.6551618e-09 5.7160709e-12 2.089235e-10 1.0220667e-13 1.1321721e-12
